,DRS,data,media_isolamento,cidade,cod_ibge
0,DRS 06 Bauru,2020-03-01,35.5,LINS,3527108.0
1,DRS 06 Bauru,"domingo, 01/03",38%,LINS,3527108.0
2,DRS 06 Bauru,2020-03-02,33.166666666666664,LINS,3527108.0
3,DRS 06 Bauru,"segunda-feira, 02/03",36%,LINS,3527108.0
4,DRS 06 Bauru,2020-03-03,36%,LINS,3527108.0
5,DRS 06 Bauru,"terça-feira, 03/03",33.0,LINS,3527108.0
6,DRS 06 Bauru,2020-03-04,33.2,LINS,3527108.0
7,DRS 06 Bauru,"quarta-feira, 04/03",36%,LINS,3527108.0
8,DRS 06 Bauru,2020-03-05,35%,LINS,3527108.0
9,DRS 06 Bauru,"quinta-feira, 05/03",32.6,LINS,3527108.0
10,DRS 06 Bauru,2020-03-06,31.25,LINS,3527108.0
11,DRS 06 Bauru,"sexta-feira, 06/03",32%,LINS,3527108.0
12,DRS 06 Bauru,2020-03-07,32.5,LINS,3527108.0
13,DRS 06 Bauru,"sábado, 07/03",35%,LINS,3527108.0
14,DRS 06 Bauru,2020-03-08,37%,LINS,3527108.0
15,DRS 06 Bauru,"domingo, 08/03",34.5,LINS,3527108.0
16,DRS 06 Bauru,2020-03-09,32.8,LINS,3527108.0
17,DRS 06 Bauru,"segunda-feira, 09/03",36%,LINS,3527108.0
18,DRS 06 Bauru,2020-03-10,32.8,LINS,3527108.0
19,DRS 06 Bauru,"terça-feira, 10/03",36%,LINS,3527108.0
20,DRS 06 Bauru,2020-03-11,32%,LINS,3527108.0
21,DRS 06 Bauru,"quarta-feira, 11/03",32.0,LINS,3527108.0
22,DRS 06 Bauru,2020-03-12,32.166666666666664,LINS,3527108.0
23,DRS 06 Bauru,"quinta-feira, 12/03",33%,LINS,3527108.0
24,DRS 06 Bauru,2020-03-13,33.833333333333336,LINS,3527108.0
25,DRS 06 Bauru,"sexta-feira, 13/03",36%,LINS,3527108.0
26,DRS 06 Bauru,2020-03-17,40%,LINS,3527108.0
27,DRS 06 Bauru,"terça-feira, 17/03",38.833333333333336,LINS,3527108.0
28,DRS 06 Bauru,2020-03-18,41%,LINS,3527108.0
29,DRS 06 Bauru,"quarta-feira, 18/03",40.0,LINS,3527108.0
30,DRS 06 Bauru,2020-03-19,41.5,LINS,3527108.0
31,DRS 06 Bauru,"quinta-feira, 19/03",43%,LINS,3527108.0
32,DRS 06 Bauru,2020-03-20,41.5,LINS,3527108.0
33,DRS 06 Bauru,"sexta-feira, 20/03",44%,LINS,3527108.0
34,DRS 06 Bauru,2020-03-21,53%,LINS,3527108.0
35,DRS 06 Bauru,"sábado, 21/03",51.0,LINS,3527108.0
36,DRS 06 Bauru,2020-03-22,52.5,LINS,3527108.0
37,DRS 06 Bauru,"domingo, 22/03",52%,LINS,3527108.0
38,DRS 06 Bauru,2020-03-23,50%,LINS,3527108.0
39,DRS 06 Bauru,"segunda-feira, 23/03",50.0,LINS,3527108.0
40,DRS 06 Bauru,2020-03-24,49.5,LINS,3527108.0
41,DRS 06 Bauru,"terça-feira, 24/03",48%,LINS,3527108.0
42,DRS 06 Bauru,2020-03-25,50.666666666666664,LINS,3527108.0
43,DRS 06 Bauru,"quarta-feira, 25/03",51%,LINS,3527108.0
44,DRS 06 Bauru,2020-03-26,50.166666666666664,LINS,3527108.0
45,DRS 06 Bauru,"quinta-feira, 26/03",50%,LINS,3527108.0
46,DRS 06 Bauru,2020-03-27,50.0,LINS,3527108.0
47,DRS 06 Bauru,"sexta-feira, 27/03",50%,LINS,3527108.0
48,DRS 06 Bauru,2020-03-28,52%,LINS,3527108.0
49,DRS 06 Bauru,"sábado, 28/03",52.166666666666664,LINS,3527108.0
50,DRS 06 Bauru,2020-03-29,55%,LINS,3527108.0
51,DRS 06 Bauru,"domingo, 29/03",55.333333333333336,LINS,3527108.0
52,DRS 06 Bauru,2020-03-30,53%,LINS,3527108.0
53,DRS 06 Bauru,"segunda-feira, 30/03",53.166666666666664,LINS,3527108.0
54,DRS 06 Bauru,2020-03-31,53.0,LINS,3527108.0
55,DRS 06 Bauru,"terça-feira, 31/03",53%,LINS,3527108.0
56,DRS 06 Bauru,2020-04-01,51.833333333333336,LINS,3527108.0
57,DRS 06 Bauru,"quarta-feira, 01/04",52%,LINS,3527108.0
58,DRS 06 Bauru,2020-04-02,52%,LINS,3527108.0
59,DRS 06 Bauru,"quinta-feira, 02/04",51.333333333333336,LINS,3527108.0
60,DRS 06 Bauru,2020-04-03,51%,LINS,3527108.0
61,DRS 06 Bauru,"sexta-feira, 03/04",50.833333333333336,LINS,3527108.0
62,DRS 06 Bauru,2020-04-04,55%,LINS,3527108.0
63,DRS 06 Bauru,"sábado, 04/04",53.666666666666664,LINS,3527108.0
64,DRS 06 Bauru,2020-04-05,55.0,LINS,3527108.0
65,DRS 06 Bauru,"domingo, 05/04",55%,LINS,3527108.0
66,DRS 06 Bauru,2020-04-06,49%,LINS,3527108.0
67,DRS 06 Bauru,"segunda-feira, 06/04",48.833333333333336,LINS,3527108.0
68,DRS 06 Bauru,2020-04-07,48.0,LINS,3527108.0
69,DRS 06 Bauru,"terça-feira, 07/04",47%,LINS,3527108.0
70,DRS 06 Bauru,2020-04-08,46.833333333333336,LINS,3527108.0
71,DRS 06 Bauru,"quarta-feira, 08/04",47%,LINS,3527108.0
72,DRS 06 Bauru,2020-04-09,45.166666666666664,LINS,3527108.0
73,DRS 06 Bauru,"quinta-feira, 09/04",45%,LINS,3527108.0
74,DRS 06 Bauru,2020-04-10,56.333333333333336,LINS,3527108.0
75,DRS 06 Bauru,"sexta-feira, 10/04",58%,LINS,3527108.0
76,DRS 06 Bauru,2020-04-11,51.666666666666664,LINS,3527108.0
77,DRS 06 Bauru,"sábado, 11/04",52%,LINS,3527108.0
78,DRS 06 Bauru,2020-04-12,56.166666666666664,LINS,3527108.0
79,DRS 06 Bauru,"domingo, 12/04",58%,LINS,3527108.0
80,DRS 06 Bauru,2020-04-13,48.166666666666664,LINS,3527108.0
81,DRS 06 Bauru,"segunda-feira, 13/04",49%,LINS,3527108.0
82,DRS 06 Bauru,2020-04-14,51.0,LINS,3527108.0
83,DRS 06 Bauru,"terça-feira, 14/04",51%,LINS,3527108.0
84,DRS 06 Bauru,2020-04-15,48%,LINS,3527108.0
85,DRS 06 Bauru,"quarta-feira, 15/04",47.833333333333336,LINS,3527108.0
86,DRS 06 Bauru,2020-04-16,46.333333333333336,LINS,3527108.0
87,DRS 06 Bauru,"quinta-feira, 16/04",46%,LINS,3527108.0
88,DRS 06 Bauru,2020-04-17,46.0,LINS,3527108.0
89,DRS 06 Bauru,"sexta-feira, 17/04",46%,LINS,3527108.0
90,DRS 06 Bauru,2020-04-18,52%,LINS,3527108.0
91,DRS 06 Bauru,"sábado, 18/04",51.0,LINS,3527108.0
92,DRS 06 Bauru,2020-04-19,56.666666666666664,LINS,3527108.0
93,DRS 06 Bauru,"domingo, 19/04",54%,LINS,3527108.0
94,DRS 06 Bauru,2020-04-20,47.833333333333336,LINS,3527108.0
95,DRS 06 Bauru,"segunda-feira, 20/04",47%,LINS,3527108.0
96,DRS 06 Bauru,2020-04-21,55.166666666666664,LINS,3527108.0
97,DRS 06 Bauru,"terça-feira, 21/04",57%,LINS,3527108.0
98,DRS 06 Bauru,2020-04-22,47%,LINS,3527108.0
99,DRS 06 Bauru,"quarta-feira, 22/04",45.833333333333336,LINS,3527108.0
100,DRS 06 Bauru,2020-04-23,45.666666666666664,LINS,3527108.0
101,DRS 06 Bauru,"quinta-feira, 23/04",47%,LINS,3527108.0
102,DRS 06 Bauru,2020-04-24,45.833333333333336,LINS,3527108.0
103,DRS 06 Bauru,"sexta-feira, 24/04",46%,LINS,3527108.0
104,DRS 06 Bauru,2020-04-25,51%,LINS,3527108.0
105,DRS 06 Bauru,"sábado, 25/04",50.0,LINS,3527108.0
106,DRS 06 Bauru,2020-04-26,59%,LINS,3527108.0
