,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,11241,6546,0,17787,20049,88.71764177764477,32.015607644327986,18.643729885221155
1,ADOLFO,3500204,3554,1291,651,0,1942,2087,93.0522280785817,36.325267304445696,18.31738885762521
2,AGUAÍ,3500303,36648,7471,3922,0,11393,12789,89.08436937993588,20.38583278760096,10.701811831477844
3,ÁGUAS DA PRATA,3500402,8221,2640,1238,0,3878,4477,86.62050480232298,32.11288164456879,15.058995256051574
4,ÁGUAS DE LINDÓIA,3500501,18808,5079,2623,0,7702,9564,80.53115851108323,27.0044661846023,13.946193109315185
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,1365,852,0,2217,2719,81.53732990069878,22.344082501227696,13.946636110656407
6,ÁGUAS DE SÃO PEDRO,3500600,3521,1624,921,0,2545,2563,99.29769801014436,46.12326043737575,26.157341664299917
7,AGUDOS,3500709,37401,9011,5601,0,14612,17053,85.68580308450126,24.09293869147884,14.975535413491617
8,ALAMBARI,3500758,6129,1439,740,0,2179,2275,95.78021978021978,23.478544623919074,12.073747756567139
9,ALFREDO MARCONDES,3500808,4184,1414,939,0,2353,2507,93.85719984044675,33.79541108986616,22.44263862332696
10,ALTAIR,3500907,4186,926,486,0,1412,1480,95.4054054054054,22.1213569039656,11.610129001433348
11,ALTINÓPOLIS,3501004,16203,4450,2495,0,6945,7783,89.23294359501477,27.46404986730852,15.398383015490957
12,ALTO ALEGRE,3501103,4088,1242,746,0,1988,2284,87.04028021015762,30.381604696673193,18.24853228962818
13,ALUMÍNIO,3501152,18767,3315,1737,0,5052,5616,89.95726495726495,17.663984653913783,9.255608248521341
14,ÁLVARES FLORENCE,3501202,3647,1254,740,0,1994,2223,89.69860548807918,34.38442555525089,20.290649849191116
15,ÁLVARES MACHADO,3501301,24998,6144,3143,0,9287,10622,87.4317454340049,24.577966237298984,12.57300584046724
16,ÁLVARO DE CARVALHO,3501400,5274,864,476,0,1340,1611,83.17815021725636,16.38225255972696,9.025407660219948
17,ALVINLÂNDIA,3501509,3237,760,437,0,1197,1338,89.46188340807176,23.47852950262589,13.500154464009887
18,AMERICANA,3501608,242018,58932,31046,0,89978,104414,86.17426781849177,24.350254939715228,12.82797147319621
19,AMÉRICO BRASILIENSE,3501707,41032,8079,4166,0,12245,13346,91.7503371796793,19.689510625852993,10.153051277052057
20,AMÉRICO DE CAMPOS,3501806,5981,1800,991,0,2791,3032,92.05145118733509,30.095301788998498,16.56913559605417
21,AMPARO,3501905,72677,19238,10476,0,29714,33480,88.75149342891278,26.470547766143348,14.414463998238784
22,ANALÂNDIA,3502002,5056,1220,614,0,1834,1998,91.7917917917918,24.12974683544304,12.143987341772151
23,ANDRADINA,3502101,57202,15554,9229,0,24783,27559,89.92706556841685,27.191356945561346,16.134051256949057
24,ANGATUBA,3502200,25479,5449,2916,0,8365,9867,84.77754129928043,21.386239648337845,11.44471918050159
25,ANHEMBI,3502309,6819,1532,720,0,2252,2638,85.36770280515542,22.46663733685291,10.558732952045755
26,ANHUMAS,3502408,4144,1081,600,0,1681,1755,95.78347578347578,26.085907335907336,14.478764478764477
27,APARECIDA,3502507,36185,9799,4300,0,14099,14982,94.10626084634896,27.08028188475888,11.8833770899544
28,APARECIDA D'OESTE,3502606,4158,1777,785,0,2562,2476,103.47334410339258,42.736892736892734,18.879268879268878
29,APIAÍ,3502705,24226,5504,2909,0,8413,9471,88.82905712174005,22.719392388343103,12.007760257574507
30,ARAÇARIGUAMA,3502754,22860,3157,1667,0,4824,6169,78.19743880693791,13.810148731408574,7.292213473315836
31,ARAÇATUBA,3502804,198129,57194,30276,0,87470,97150,90.03602676273803,28.867051264580144,15.280953318292628
32,ARAÇOIABA DA SERRA,3502903,34776,6522,3137,0,9659,13289,72.68417488148093,18.75431331953071,9.02058891189326
33,ARAMINA,3503000,5655,1403,740,0,2143,2315,92.57019438444925,24.809902740937222,13.085764809902741
34,ARANDU,3503109,6365,1528,837,0,2365,2636,89.71927162367223,24.006284367635505,13.150039277297724
35,ARAPEÍ,3503158,2460,661,384,0,1045,1090,95.87155963302753,26.86991869918699,15.609756097560975
36,ARARAQUARA,3503208,238339,64220,35660,0,99880,110333,90.52595325061405,26.944813899529663,14.961882025182618
37,ARARAS,3503307,135506,32255,18857,0,51112,55385,92.28491468809244,23.803374020338584,13.915988959898455
38,ARCO-ÍRIS,3503356,1773,737,510,0,1247,1316,94.75683890577507,41.567963902989284,28.76480541455161
39,AREALVA,3503406,8613,2427,1443,0,3870,4345,89.06789413118527,28.1783350748868,16.753744339951236
40,AREIAS,3503505,3896,905,486,0,1391,1623,85.70548367221195,23.22895277207392,12.474332648870638
41,AREIÓPOLIS,3503604,11158,1923,888,0,2811,3345,84.03587443946189,17.23427137479835,7.958415486646353
42,ARIRANHA,3503703,9761,2224,1207,0,3431,3952,86.8168016194332,22.78455076324147,12.365536318000204
43,ARTUR NOGUEIRA,3503802,55340,10554,5391,0,15945,17805,89.55349620893007,19.071196241416697,9.741597397903867
44,ARUJÁ,3503901,91157,18293,7748,0,26041,29149,89.33754159662423,20.067575721008808,8.499621532082012
45,ASPÁSIA,3503950,1818,649,339,0,988,995,99.2964824120603,35.6985698569857,18.646864686468646
46,ASSIS,3504008,105087,28305,14741,0,43046,49729,86.56116149530455,26.934825430357705,14.027424895562724
47,ATIBAIA,3504107,144088,34051,18946,0,52997,64035,82.76255172952291,23.63208594747654,13.148909000055523
48,AURIFLAMA,3504206,15253,3889,2269,0,6158,7173,85.84971420605046,25.496623615026554,14.875762145151775
49,AVAÍ,3504305,5436,1453,1106,0,2559,2832,90.36016949152543,26.729212656364975,20.345842531272996
50,AVANHANDAVA,3504404,13859,2504,1189,0,3693,3799,97.20979205053962,18.067681650912764,8.57926257305722
51,AVARÉ,3504503,91232,22970,12616,0,35586,40003,88.9583281253906,25.17756927393897,13.828481234654507
52,BADY BASSITT,3504602,17761,4625,2197,0,6822,7478,91.22760096282428,26.04020043916446,12.369798997804178
53,BALBINOS,3504701,5934,464,311,0,775,996,77.81124497991968,7.819346140883048,5.240984159083249
54,BÁLSAMO,3504800,9139,2656,1496,0,4152,4275,97.12280701754385,29.06226064120801,16.369405843090053
55,BANANAL,3504909,10993,2804,1767,0,4571,5048,90.55071315372425,25.507140907850452,16.07386518693714
56,BARÃO DE ANTONINA,3505005,3498,1007,594,0,1601,1708,93.73536299765807,28.78787878787879,16.9811320754717
57,BARBOSA,3505104,7468,1557,836,0,2393,2828,84.61810466760961,20.84895554365292,11.194429566148902
58,BARIRI,3505203,35558,9231,5134,0,14365,15119,95.01289767841789,25.960402722312843,14.438382361212668
59,BARRA BONITA,3505302,36126,9553,5766,0,15319,16621,92.166536309488,26.443558655815757,15.960803853180536
60,BARRA DO CHAPÉU,3505351,5760,1194,512,0,1706,2096,81.39312977099237,20.729166666666668,8.88888888888889
61,BARRA DO TURVO,3505401,7632,2245,1456,0,3701,4399,84.13275744487385,29.415618448637314,19.07756813417191
62,BARRETOS,3505500,122833,32740,18873,0,51613,63289,81.55129643381946,26.65407504497977,15.36476354074231
63,BARRINHA,3505609,33180,5417,2330,0,7747,8858,87.4576653872206,16.326100060277277,7.022302591922845
64,BARUERI,3505708,276982,55302,27555,0,82857,97535,84.95104321525606,19.96591836292611,9.948299889523508
65,BASTOS,3505807,20953,5948,2674,0,8622,8972,96.0989745876059,28.387343101226552,12.76189567126426
66,BATATAIS,3505906,62980,16660,8233,0,24893,28321,87.8959076303803,26.452842172118135,13.072403937758018
67,BAURU,3506003,379297,97360,56784,0,154144,187514,82.20399543500751,25.66853942952357,14.970853974589835
68,BEBEDOURO,3506102,77555,20101,10027,0,30128,38489,78.27691028605575,25.91838050415834,12.928889175423894
69,BENTO DE ABREU,3506201,3005,610,351,0,961,1084,88.65313653136532,20.299500831946755,11.680532445923461
70,BERNARDINO DE CAMPOS,3506300,11158,3471,1930,0,5401,5466,98.81083058909623,31.107725398816992,17.297006632012906
71,BERTIOGA,3506359,64723,11866,5478,0,17344,20571,84.31286762918671,18.333513588677906,8.463760950512182
72,BILAC,3506409,8117,2372,1329,0,3701,4092,90.44477028347995,29.2226191942836,16.373044228163113
73,BIRIGUI,3506508,124883,26869,14267,0,41136,50157,82.01447454991327,21.515338356701875,11.424293138377521
74,BIRITIBA MIRIM,3506607,32936,6664,3149,0,9813,10672,91.95089955022489,20.233179499635657,9.56096672334224
75,BOA ESPERANÇA DO SUL,3506706,15018,2858,1640,0,4498,5096,88.26530612244898,19.030496737248633,10.920229058463178
76,BOCAINA,3506805,12452,3141,1465,0,4606,4383,105.08783937942047,25.22486347574687,11.765178284612913
77,BOFETE,3506904,11921,2789,1341,0,4130,4751,86.92906756472321,23.395688281184466,11.249056287224226
78,BOITUVA,3507001,62170,10756,5791,0,16547,19779,83.659436776379,17.300949010776904,9.31478204921988
